Time[ms]; Pressure [Pa]; Approx altitude [m]; Temperature [degC]; accX [m/s2]; accY [m/s2]; accZ [m/s2]; rotX [rad/s]; rotY [rad/s]; rotZ [rad/s]; magX [uT]; magY [uT]; magZ [uT]; roll [deg]; pitch [deg]; heading [deg]; tempMPU [degC]; Satellites []; Date [yyyy-mm-dd]; Time [hh:mm:ss]; Latitude [deg]; Longitude [deg]; Relative X [m]; Relative Y [m]; Altitude [m]; delta pressure [Pa]; speed [m/s]; tempPitot [degC]; Angle [deg]; Ch0   ; Ch1   ; Ch2   ; Ch3   ; Ch4   ; Ch5   ; Ch6   ; Ch7   ; Ch8   ; Ch9   ; 
 1102149;        100090; 103.30             ;               28.4; 0.781      ; 1.374      ; -16.544    ; -0.293      ; 0.374       ; -0.149      ; 25.302   ; -19.811  ; 16.306   ; -11.4     ; -13.7      ;         118.2;           31.0;            12; 2025-05-13       ; 15:47:23       ;      51.936752;        4.194012; -11998.552734 ; -6763.841309  ;        160.3; -216.21            ;       18.95;             23.0;       29.27; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1102349;        100094; 102.95             ;               28.4; 0.637      ; 3.989      ; -12.996    ; -0.300      ; 0.182       ; -0.143      ; 25.302   ; -19.811  ; 16.306   ; -11.3     ; -12.8      ;         119.5;           31.0;            12; 2025-05-13       ; 15:47:23       ;      51.936752;        4.194012; -11998.552734 ; -6763.841309  ;        160.3; -228.84            ;       19.50;             23.0;       29.18; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1102549;        100099; 102.55             ;               28.4; 1.384      ; 2.380      ; -16.899    ; -0.151      ; 0.429       ; -0.127      ; 25.302   ; -19.811  ; 16.306   ; -10.8     ; -12.0      ;         120.7;           31.0;            12; 2025-05-13       ; 15:47:23       ;      51.936752;        4.194012; -11998.552734 ; -6763.841309  ;        160.3; -227.78            ;       19.45;             23.0;       29.18; 102.00; 205.00; 102.00; 205.00; 102.00; 102.00; 205.00; 102.00; 205.00; 205.00; 
 1102749;        100089; 103.35             ;               28.4; 1.235      ; 3.055      ; -10.827    ; 0.198       ; 0.075       ; -0.094      ; 25.302   ; -19.811  ; 16.306   ; -10.6     ; -11.4      ;         121.9;           30.9;            12; 2025-05-13       ; 15:47:23       ;      51.936752;        4.194012; -11998.552734 ; -6763.841309  ;        160.3; -176.23            ;       17.11;             23.0;       29.18; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1102949;        100081; 104.04             ;               28.4; -0.551     ; 2.275      ; -12.445    ; 0.076       ; -0.529      ; -0.049      ; 25.302   ; -19.811  ; 16.306   ; -10.2     ; -10.3      ;         122.9;           31.0;            12; 2025-05-13       ; 15:47:23       ;      51.936752;        4.194012; -11998.552734 ; -6763.841309  ;        160.3; -126.78            ;       14.51;             23.0;       29.09; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1103149;        100075; 104.58             ;               28.4; 0.838      ; 2.672      ; -10.056    ; 0.275       ; -0.804      ; 0.036       ; 19.679   ; -26.178  ; 19.024   ; -10.2     ; -9.7       ;         123.4;           30.9;            12; 2025-05-13       ; 15:47:24       ;      51.936661;        4.194201; -11985.552734 ; -6774.156738  ;        162.1; -185.70            ;       17.56;             23.0;       28.92; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1103349;        100069; 105.06             ;               28.4; 1.729      ; 0.211      ; -15.424    ; 0.331       ; -0.199      ; 0.079       ; 19.679   ; -26.178  ; 19.024   ; -9.5      ; -9.3       ;         123.8;           30.9;            12; 2025-05-13       ; 15:47:24       ;      51.936661;        4.194201; -11985.552734 ; -6774.156738  ;        162.1; -246.72            ;       20.24;             23.0;       28.74; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1103549;        100053; 106.37             ;               28.4; 2.083      ; 1.973      ; -12.910    ; 0.001       ; 0.079       ; 0.010       ; 19.679   ; -26.178  ; 19.024   ; -9.3      ; -9.1       ;         124.2;           30.9;            12; 2025-05-13       ; 15:47:24       ;      51.936661;        4.194201; -11985.552734 ; -6774.156738  ;        162.1; -241.46            ;       20.03;             23.0;       28.65; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1103749;        100044; 107.18             ;               28.4; 0.905      ; 3.783      ; -9.294     ; -0.113      ; 0.077       ; -0.098      ; 19.679   ; -26.178  ; 19.024   ; -9.8      ; -8.7       ;         124.6;           30.9;            12; 2025-05-13       ; 15:47:24       ;      51.936661;        4.194201; -11985.552734 ; -6774.156738  ;        162.1; -250.93            ;       20.42;             23.0;       28.56; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1103949;        100040; 107.47             ;               28.4; 0.876      ; 4.458      ; -6.244     ; -0.214      ; 0.016       ; -0.207      ; 19.679   ; -26.178  ; 19.024   ; -10.9     ; -8.5       ;         125.2;           30.9;            12; 2025-05-13       ; 15:47:24       ;      51.936661;        4.194201; -11985.552734 ; -6774.156738  ;        162.1; -250.93            ;       20.42;             23.0;       28.65; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1104149;        100029; 108.40             ;               28.4; -0.646     ; 1.968      ; -13.092    ; 0.168       ; 0.005       ; -0.248      ; 19.679   ; -26.178  ; 19.024   ; -10.6     ; -7.7       ;         125.6;           30.9;            12; 2025-05-13       ; 15:47:25       ;      51.936584;        4.194420; -11970.577148 ; -6782.654297  ;        164.9; -247.77            ;       20.29;             23.0;       28.56; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1104349;        100018; 109.34             ;               28.4; 2.385      ; 1.753      ; -9.242     ; 0.304       ; -0.034      ; -0.265      ; 19.679   ; -26.178  ; 19.024   ; -10.5     ; -7.9       ;         125.9;           30.9;            12; 2025-05-13       ; 15:47:25       ;      51.936584;        4.194420; -11970.577148 ; -6782.654297  ;        164.9; -258.30            ;       20.71;             23.0;       28.56; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1104549;        100009; 110.09             ;               28.4; 1.566      ; 3.601      ; -8.863     ; -0.123      ; 0.290       ; -0.228      ; 24.775   ; -21.756  ; 16.136   ; -10.8     ; -7.7       ;         126.8;           30.9;            12; 2025-05-13       ; 15:47:25       ;      51.936584;        4.194420; -11970.577148 ; -6782.654297  ;        164.9; -262.50            ;       20.88;             23.0;       28.39; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1104749;        100008; 110.21             ;               28.4; -1.346     ; 2.950      ; -10.271    ; -0.130      ; 0.467       ; -0.214      ; 24.775   ; -21.756  ; 16.136   ; -10.8     ; -6.7       ;         127.6;           30.9;            12; 2025-05-13       ; 15:47:25       ;      51.936584;        4.194420; -11970.577148 ; -6782.654297  ;        164.9; -266.71            ;       21.05;             23.0;       28.12; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1104949;        100003; 110.62             ;               28.4; 2.164      ; -1.077     ; -9.754     ; 0.380       ; 0.323       ; -0.199      ; 24.775   ; -21.756  ; 16.136   ; -9.6      ; -6.8       ;         128.2;           30.9;            12; 2025-05-13       ; 15:47:25       ;      51.936584;        4.194420; -11970.577148 ; -6782.654297  ;        164.9; -271.97            ;       21.26;             23.0;       27.69; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1105149;         99999; 110.92             ;               28.4; 2.418      ; -0.254     ; -7.216     ; 0.602       ; 0.379       ; -0.134      ; 24.775   ; -21.756  ; 16.136   ; -8.8      ; -7.2       ;         128.8;           30.9;            12; 2025-05-13       ; 15:47:26       ;      51.936527;        4.194661; -11954.048828 ; -6788.888184  ;        167.1; -276.18            ;       21.42;             23.0;       27.33; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1105349;         99996; 111.21             ;               28.4; 1.523      ; 1.417      ; -7.053     ; 0.055       ; 0.183       ; -0.079      ; 24.775   ; -21.756  ; 16.136   ; -8.7      ; -7.3       ;         129.4;           30.9;            12; 2025-05-13       ; 15:47:26       ;      51.936527;        4.194661; -11954.048828 ; -6788.888184  ;        167.1; -300.38            ;       22.34;             23.0;       26.81; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1105549;         99992; 111.55             ;               28.4; 2.294      ; 0.120      ; -10.487    ; 0.470       ; 0.343       ; -0.001      ; 24.775   ; -21.756  ; 16.136   ; -8.0      ; -7.3       ;         129.9;           30.9;            12; 2025-05-13       ; 15:47:26       ;      51.936527;        4.194661; -11954.048828 ; -6788.888184  ;        167.1; -289.86            ;       21.94;             23.0;       26.63; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1105749;         99988; 111.88             ;               28.4; 0.412      ; 1.647      ; -8.284     ; 0.153       ; 0.507       ; 0.030       ; 24.775   ; -21.756  ; 16.136   ; -7.9      ; -7.0       ;         130.5;           30.9;            12; 2025-05-13       ; 15:47:26       ;      51.936527;        4.194661; -11954.048828 ; -6788.888184  ;        167.1; -302.48            ;       22.42;             23.0;       26.28; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1105949;         99992; 111.55             ;               28.3; 2.998      ; 3.055      ; -8.337     ; -0.164      ; 0.385       ; 0.007       ; 24.775   ; -21.756  ; 16.136   ; -8.3      ; -7.4       ;         131.1;           30.9;            12; 2025-05-13       ; 15:47:26       ;      51.936527;        4.194661; -11954.048828 ; -6788.888184  ;        167.1; -330.89            ;       23.44;             23.0;       26.10; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1106149;         99993; 111.48             ;               28.3; 1.365      ; 1.820      ; -8.116     ; -0.010      ; 0.151       ; 0.035       ; 24.775   ; -21.756  ; 16.136   ; -8.4      ; -7.4       ;         131.7;           30.9;            12; 2025-05-13       ; 15:47:27       ;      51.936485;        4.194923; -11936.056641 ; -6793.544922  ;        166.7; -304.59            ;       22.49;             23.0;       26.02; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1106349;         99987; 111.93             ;               28.3; 0.206      ; 3.979      ; -6.077     ; -0.213      ; 0.352       ; 0.039       ; 24.775   ; -21.756  ; 16.136   ; -9.4      ; -7.0       ;         132.3;           30.9;            12; 2025-05-13       ; 15:47:27       ;      51.936485;        4.194923; -11936.056641 ; -6793.544922  ;        166.7; -333.00            ;       23.52;             23.0;       26.02; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1106549;         99989; 111.82             ;               28.3; 1.379      ; 1.868      ; -8.447     ; -0.035      ; 0.232       ; 0.056       ; 24.775   ; -21.756  ; 16.136   ; -9.4      ; -6.9       ;         132.8;           30.9;            12; 2025-05-13       ; 15:47:27       ;      51.936485;        4.194923; -11936.056641 ; -6793.544922  ;        166.7; -335.10            ;       23.59;             23.0;       25.75; 102.00; 102.00; 102.00; 205.00; 102.00; 102.00; 308.00; 411.00; 308.00; 411.00; 
 1106749;         99990; 111.67             ;               28.3; 1.312      ; 2.255      ; -9.706     ; -0.055      ; -0.162      ; 0.072       ; 24.775   ; -21.756  ; 16.136   ; -9.4      ; -6.8       ;         133.3;           30.9;            12; 2025-05-13       ; 15:47:27       ;      51.936485;        4.194923; -11936.056641 ; -6793.544922  ;        166.7; -357.19            ;       24.36;             23.0;       25.58; 411.00; 308.00; 411.00; 102.00; 102.00; 205.00; 102.00; 207.00; 102.00; 411.00; 
 1106949;         99992; 111.57             ;               28.3; 0.881      ; 0.761      ; -10.228    ; 0.281       ; -0.673      ; 0.124       ; 24.775   ; -21.756  ; 16.136   ; -8.9      ; -6.5       ;         133.7;           30.8;            12; 2025-05-13       ; 15:47:27       ;      51.936485;        4.194923; -11936.056641 ; -6793.544922  ;        166.7; -366.66            ;       24.68;             23.0;       25.49; 103.00; 102.00; 102.00; 412.00; 204.00; 102.00; 411.00; 102.00; 205.00; 411.00; 
 1107149;         99987; 111.95             ;               28.3; -0.661     ; 1.556      ; -6.996     ; 0.062       ; -0.607      ; 0.165       ; 4.393    ; -11.851  ; 25.987   ; -9.1      ; -5.8       ;         133.7;           30.8;            12; 2025-05-13       ; 15:47:28       ;      51.936443;        4.195204; -11916.832031 ; -6798.201660  ;        166.6; -360.35            ;       24.47;             23.0;       25.31; 103.00; 102.00; 102.00; 412.00; 204.00; 102.00; 411.00; 102.00; 205.00; 411.00; 
 1107349;         99989; 111.75             ;               28.3; 0.761      ; 5.981      ; -2.547     ; -0.233      ; -0.045      ; 0.162       ; 4.393    ; -11.851  ; 25.987   ; -11.5     ; -6.0       ;         133.9;           30.8;            12; 2025-05-13       ; 15:47:28       ;      51.936443;        4.195204; -11916.832031 ; -6798.201660  ;        166.6; -369.82            ;       24.79;             23.0;       25.31; 103.00; 102.00; 102.00; 412.00; 204.00; 102.00; 411.00; 102.00; 205.00; 411.00; 
 1107549;         99990; 111.75             ;               28.3; 1.777      ; -2.677     ; -10.381    ; 0.822       ; 0.140       ; 0.083       ; 4.393    ; -11.851  ; 25.987   ; -10.1     ; -6.2       ;         133.8;           30.8;            12; 2025-05-13       ; 15:47:28       ;      51.936443;        4.195204; -11916.832031 ; -6798.201660  ;        166.6; -382.45            ;       25.20;             23.0;       25.40; 103.00; 102.00; 102.00; 412.00; 204.00; 102.00; 411.00; 102.00; 205.00; 411.00; 
 1107749;         99998; 111.04             ;               28.3; 0.397      ; 5.282      ; -6.096     ; -0.524      ; 0.062       ; -0.009      ; 4.393    ; -11.851  ; 25.987   ; -11.6     ; -6.0       ;         134.0;           30.9;            12; 2025-05-13       ; 15:47:28       ;      51.936443;        4.195204; -11916.832031 ; -6798.201660  ;        166.6; -397.18            ;       25.69;             23.0;       25.31; 103.00; 102.00; 102.00; 412.00; 204.00; 102.00; 411.00; 102.00; 205.00; 411.00; 
 1107949;        100007; 110.29             ;               28.3; 1.341      ; 3.041      ; -2.045     ; -0.196      ; -0.080      ; -0.055      ; 4.393    ; -11.851  ; 25.987   ; -13.5     ; -6.7       ;         134.2;           30.9;            12; 2025-05-13       ; 15:47:28       ;      51.936443;        4.195204; -11916.832031 ; -6798.201660  ;        166.6; -411.91            ;       26.16;             23.0;       25.40; 103.00; 102.00; 102.00; 412.00; 204.00; 102.00; 411.00; 102.00; 205.00; 411.00; 
 1108149;        100013; 109.76             ;               28.3; 1.791      ; 0.000      ; -6.441     ; -0.076      ; -0.247      ; -0.046      ; 4.393    ; -11.851  ; 25.987   ; -12.7     ; -7.1       ;         134.2;           30.8;            12; 2025-05-13       ; 15:47:29       ;      51.936382;        4.195505; -11896.236328 ; -6804.917969  ;        163.6; -425.58            ;       26.59;             23.0;       25.66; 103.00; 102.00; 102.00; 412.00; 204.00; 102.00; 411.00; 102.00; 205.00; 411.00; 
